Offense Validation CD,Offense Code,Offense Txn Type CD,Offense Statute,Offense Type of Statute CD,Statute Literal 25,Offense Default Type of Charge,Offense Type of Charge,Offense Literal Identifier CD,Offense Degree,BCS Hierarchy CD,Offense Enacted,Offense Repealed,ALPS Cognizant CD
2,54535,1,21952,VC,FAIL YIELD PED ON SIDEWLK,N,I,,,173300,19590918,,*
2,54449,1,21953,VC,PEDSTRN FAIL 2 YLD:OVRHD,N,I,,,173300,19590918,,*
2,54162,1,21954(A),VC,PED NOT STOP:OUT CROSWALK,N,I,,,173300,19720304,,*
2,54145,1,21955,VC,JAYWALKING,N,I,,,173300,19590918,,*
2,54184,1,21956,VC,PED NOT ON LEFT EDGE ROAD,N,I,,,173300,19590918,,*
2,54318,1,21957,VC,HITCHHIKE IN ROADWAY,N,I,,,173300,19590915,,*
2,54590,1,21960(A),VC,PEDESTRIAN/ETC ON FREEWAY,N,I,,,173300,20050101,,*
1,54121,1,21963,VC,FAIL YIELD:BLIND PEDESTRN,,M,,,173300,19681113,,*
2,54514,1,21966,VC,PEDESTRIAN IN BIKE LANE,N,I,,,173300,19770101,,*
2,54529,1,21970(A),VC,VEH BLOCK XWALK/SIDEWALK,N,I,,,173300,20010101,,*
1,52542,1,22010,PC,MFG/SALE/POSSESS NUNCHAKU,*,F,,,62200,20120101,,*
1,52543,1,22010,PC,MFG/SALE/POSSESS NUNCHAKU,,M,,,92500,20120101,,*
1,26598,1,22010(A)(1),EC,KNLY FAIL DISCLOSE FACT,,M,,,91720,20090101,,*
2,54220,1,22100(A),VC,IMPROPER RIGHT HAND TURN,N,I,,,173300,19830101,,*
2,54319,1,22100(B),VC,LEFT TURN INTERSECTN VIOL,N,I,,,173300,19830101,,*
2,54409,1,22100.5,VC,WRONG LANE UTURN VIOL,N,I,,,173300,19850101,,*
2,54185,1,22101(D),VC,FAIL TO OBEY TURN SIGNS,N,I,,,173300,19750101,,*
2,54186,1,22102,VC,ILEGAL UTURN:BUS DIST/ETC,N,I,,,173300,19860101,,*
2,54344,1,22103,VC,UNLAWFL UTURN:RESIDENTIAL,N,I,,,173300,19701103,,*
2,54320,1,22104,VC,TURN BY FIRE STATION VIOL,N,I,,,173300,19701123,,*
2,54352,1,22105,VC,U TURN:OBSTRUCTED VIEW,N,I,,,173300,19730101,,*
2,54132,1,22106,VC,START/BACKUP VEHICLE:HWY,N,I,,,173300,19410913,,*
2,54115,1,22107,VC,UNSAF TURN &/OR NO SIGNAL,N,I,,,173300,19590918,,*
2,54149,1,22108,VC,FAIL SIGNAL B/4 TURN VEH,N,I,,,173300,19590918,,*
2,54426,1,22109,VC,SUDDEN STOP:W/O SIGNALING,N,I,,,173300,19590918,,*
2,54492,1,22110(A),VC,VIOL:METHOD OF SIGNALING,N,I,,,173300,19671108,,*
2,54493,1,22110(B),VC,INOP SIGNL LAMP:ARM SIGNL,N,I,,,173300,19671108,,*
2,54467,1,22111(B),VC,IMP METH:RHT HAND TRN SIG,N,I,,,173300,19770101,,*
2,54494,1,22112(A),VC,SCH BUS DRV:SGNL/STOP VIO,N,I,,,173300,19920114,,*
2,54495,1,22112(B),VC,FAL LOAD/UNLD:SCH BUS STP,N,I,,,173300,19920114,,*
1,31124,1,22179,BP,N/CONFRM MARK GOLD TOLRNC,,M,,,148820,19410913,,*
1,31123,1,22180,BP,NONCONFORM TRADEMARK:GOLD,,M,,,148822,19410913,,*
2,52518,1,22210,PC,MFG/ETC LEADED CANE/ETC,*,F,,,62200,20120101,20201108,*
2,52519,1,22210,PC,MFG/ETC LEADED CANE/ETC,,M,,,92500,20120101,20201108,*
1,31189,1,22256(A),BP,TAX PREPARER VIOLATION,,M,,,99650,19970701,,*
2,54212,1,22348(B),VC,DRIVE IN EXCESS 100 MPH,N,I,,,173300,19850101,,*
2,54422,1,22348(C),VC,SPEC VEH:WRONG PASS LANE,N,I,,,173300,19960329,,*
2,54134,1,22349,VC,EXCESSIVE SPEED,,M,,,173300,19600101,,*
2,54303,1,22349(A),VC,EXCEED SPEED ON HIGHWAY,N,I,,,173300,19870528,,*
2,54395,1,22349(B),VC,EXC 55MPH SPEED:2 LANE RD,N,I,,,173300,19960101,,*
2,54106,1,22350,VC,UNSAFE SPEED:PREVAIL COND,N,I,,,173300,19590918,,*
2,54418,1,22352(A),VC,EXCEED PRIMA FACIE SPEED,N,I,,,173300,19910101,,*
2,54370,1,22356(B),VC,EXCEED POSTED SPEED LIMIT,N,I,,,173300,19680911,,*
2,54306,1,22400(A),VC,DRIVE TOO SLOWLY/ETC,N,I,,,173300,19800101,,*
2,54532,1,22405(A),VC,UNSAFE SPEED ON BRIDGE,N,I,,,173300,19750101,,*
2,54371,1,22406(A),VC,TRUCK/ETC EXCEED 55 MPH,N,I,,,173300,19890101,,*
2,54616,1,22406(B),VC,EXCESS SPEED WHILE TOWING,N,I,,,173300,20010101,,*
1,54502,1,22406.1,VC,COMM VEH XCEED MAX SPEED,,M,,,162050,20010101,,*
2,55296,1,22406.5,VC,TANK W/500+XCEED MAX SPD,,I,,,173300,20181231,,*
2,54374,1,22407,VC,TRUK/ETC XCEED POSTED MPH,N,I,,,173300,19740101,,*
2,54437,1,22409,VC,EXCEED SPEED FOR TIRE/WT,N,I,,,173300,19590918,,*
1,52548,1,22410,PC,MFG/SALE/POSS SHURIKEN,*,F,,,62200,20120101,,*
1,52549,1,22410,PC,MFG/SALE/POSS SHURIKEN,,M,,,92500,20120101,,*
2,54549,1,22410,VC,METAL TIRE:EXCESS 6MPH,N,I,,,173300,19590918,,*
2,54453,1,22411,VC,MOTOR SCOOTER XCEED 15MPH,N,I,,,173300,20000101,,*
1,31203,1,22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,,M,,,92714,19810701,,*
1,31224,1,22430(A),BP,MFG/SELL/ETC DECEPTIVE ID,*,F,,,45820,19810701,,*
1,23140,1,22435.1,BP,TAKE MARKD CART:RETL ESTB,,M,,,105300,19820101,,*
1,23149,1,22435.11(A),BP,UNAUTH RETRIEVL SHOP CART,,M,,,105400,19820101,,*
1,23150,1,22435.12,BP,USE UNIDNT VEH:GET S/CART,,M,,,105500,19820101,,*
1,23127,1,22435.2(A),BP,REM SHOPPING/LAUNDRY CART,,M,,,105300,19820101,,*
1,23115,1,22435.2(B),BP,POSS SHOP/LAUNDRY CART,,M,,,105300,19820101,,*
1,23175,1,22435.2(C),BP,POSS ALTERED SHOPING CART,,M,,,105300,19820101,,*
1,23182,1,22435.2(D),BP,ABANDON SHOP/LAUNDRY CART,,M,,,105300,19820101,,*
1,23137,1,22435.2(E),BP,ALTER/ETC SHOP/LAUND CART,,M,,,105300,19820101,,*
1,23136,1,22435.2(F),BP,POSS CARTS:SPEC CIRC,,M,,,105300,19840101,,*
1,31230,1,22441(A)(1),BP,ILLEGAL IMM CONSULT:FORMS,,M,,,99500,19870101,,*
1,31246,1,22442.2(A)(1),BP,IMMG CONSULT BONDING REQ,,M,,,99500,19950101,,*
1,31279,1,22442.2(A)(2),BP,IMM CNSULT:NOTICE:NOT ATN,,M,,,99500,19950101,,*
1,31280,1,22442.2(A)(3),BP,IMMG CNSLT:POST SRVC FEE,,M,,,99500,19950101,,*
1,31281,1,22442.2(A)(4),BP,POST NAM:IMMG CNSLT EMPLD,,M,,,99500,19950101,,*
1,31231,1,22444(D),BP,UNLAW CHG REFERRAL FEE,,M,,,99500,19880101,,*
2,54167,1,22450(A),VC,FAIL STOP VEH:XWALK/ETC,N,I,,,173300,19930101,,*
2,54203,1,22451(A),VC,FAIL STOP/ETC:RR XING/ETC,N,I,,,173300,19950101,,*
2,54662,1,22451(B),VC,NO DRVR PED THRU RR GATE,N,I,,,173300,20010101,,*
2,54665,1,22452(B),VC,BUS/ETC FAIL STOP RR XING,,I,,,173300,20180101,,*
2,54310,1,22454(A),VC,PAS/ETC SCH BUS FLASH RED,N,I,,,173300,19930101,,*
2,54679,1,22455(A),VC,VEND FROM VEH W/O STOP,,I,,,173300,20190101,,*
1,54677,1,22456(D),VC,WRN SIGN VIO:ICE CREAM TR,,I,,,173300,20190101,,*
2,54678,1,22456(E),VC,VEND FROM ICE CRM TRK REQ,,I,,,173300,20190101,,*
2,54330,1,22500,VC,PARKING/ETC VIO:SPEC CIRC,N,I,,,173300,19590918,,*
2,54537,1,22500(H),VC,PARK UNLAW:DOUBLE PARKING,N,I,,,173300,19580918,,*
2,54663,1,22500.1,VC,NO PARK/STOP ETC FIRE LN,N,I,,,173300,20170101,,*
2,54379,1,22502,VC,PARALLEL PARKING VIOL,N,I,,,173300,19720503,,*
2,54475,1,22504(A),VC,STOP/PARK ON ROADWAY,N,I,,,173300,19750101,,*
2,54353,1,22505(B),VC,STOP/PARK/ETC:RESTRICTED,N,I,,,173300,19880101,,*
1,26689,1,22505.5(A),BP,USE SFTWR CIRCMVNT TICKET,,M,,,148000,20200101,,*
2,54221,1,22507.8(A),VC,PARK IN SPACE FOR DISABLE,N,I,,,173300,19910101,,*
1,31191,1,22513(B),VC,SOLICT/ETC TOW/ETC:UNAUTH,,M,,,173300,19920101,,*
1,31192,1,22513(C),VC,TOW TRUCK MOVE VEH:UNAUTH,,M,,,173300,19920101,,*
2,54346,1,22514,VC,PARK/ETC BY FIRE HYDRANT,N,I,,,173300,19590915,,*
2,54496,1,22515(A),VC,FAIL SET BRK/ETC:UNAT VEH,N,I,,,173300,19870101,,*
2,54497,1,22515(B),VC,FAIL PRVENT MOVE:UNAT VEH,N,I,,,173300,19870101,,*
2,54406,1,22516,VC,FAIL PROVIDE ESC:LOCK VEH,N,I,,,173300,19590918,,*
2,54477,1,22517,VC,VEH DOOR OPEN TO TRAFFIC,N,I,,,173300,19630920,,*
1,54187,1,22520.5,VC,VEND ON/NEAR FREEWAY:W/PR,,M,,,162400,19890101,,*
2,54351,1,22520.5(A),VC,VENDING ON/NEAR FREEWAY,N,I,,,173300,19890101,,*
2,54362,1,22520.6(A),VC,VEND/ETC:HWY RESTSTOP/ETC,N,I,,,173300,19830714,,*
2,54472,1,22521,VC,PARK ON OR NEAR RR TRACK,N,I,,,173300,19681113,,*
2,54311,1,22523,VC,ABANDON VEHICLE ON HIWAY,N,I,,,173300,19890701,,*
2,54378,1,22526,VC,INTERSECT/ETC:NO CLEARNCE,N,I,,,173300,19880101,,*
1,52459,1,22610(A),PC,FELON POSS/ETC STUN GUN,,M,,,122000,20120101,,*
1,52460,1,22610(B),PC,ADDICT POSS/ETC STUN GUN,,M,,,122000,20120101,,*
1,52461,1,22610(C)(1),PC,ILL SELL/ETC STUN GUN:MNR,,M,,,174400,20120101,,*
2,52694,1,22610(C)(1),PC,ILL SELL/ETC STUN GUN MNR,,I,,,174400,20120101,,*
1,52462,1,22610(D),PC,MINOR -16 POSS STUN GUN,,M,,,122000,20120101,,*
1,52498,1,22615(A),PC,MISSNG MFG STAMP STUN GUN,,M,,,121315,20120101,,*
2,52499,1,22615(B),PC,MISSING MFG SERIAL NBR,,M,,,121315,20120101,20201108,*
2,52695,1,22625(A),PC,SELL STUN GUN W/O MANUAL,,I,,,175900,20120101,,*
2,54683,1,22658(G)(1)(B),VC,UNINTERRUPTED TOWS,,I,,,173300,20190101,,*
1,31267,1,22658(K)(1),VC,FAIL ACCEPT VALID PAYMENT,,M,,,170100,19590101,,*
1,54579,1,22658(K)(2),VC,FAIL DISPLAY PAYMENT TYPE,,M,,,170100,19590101,,*
1,31287,1,22658(N)(C)(3),VC,VEH TOWED ACCESS TO PHONE,,M,,,170100,20100101,,*
1,28031,1,22753(A),BP,UNAUTH POS GROC PALET/ETC,,F,,,47225,19960101,,*
1,28032,1,22753(A),BP,POSS GROC PALET/ETC:UNATH,*,M,,,105280,19960101,,*
1,52606,1,22810(A),PC,UNLAWFL POSS/USE TEAR GAS,,F,,,64520,20120101,,*
1,52653,1,22810(A),PC,UNLAWFL POSS/USE TEAR GAS,*,M,,,100600,20120101,,*
1,52607,1,22810(B),PC,NARC ADCT POS/ETC TEARGAS,,M,,,100600,20120101,,*
1,52608,1,22810(C),PC,SELL/FURNISH TEAR GAS:MNR,*,F,,,64520,20120101,,*
1,52609,1,22810(C),PC,SELL/FURNISH TEAR GAS:MNR,,M,,,100600,20120101,,*
1,52610,1,22810(D),PC,MINOR POS/ETC:TR GAS/WPN,*,F,,,64520,20120101,,*
1,52611,1,22810(D),PC,MINOR POS/ETC:TR GAS/WPN,,M,,,101000,20120101,,*
1,52612,1,22810(E)(1),PC,POS/ETC PROJECTILE TR GAS,*,F,,,64520,20120101,,*
1,52613,1,22810(E)(1),PC,POS/ETC PROJECTILE TR GAS,,M,,,100600,20120101,,*
1,52617,1,22810(E)(3),PC,TEARGAS DISPLAY EXP DATE,,M,,,100600,20120101,,*
1,52614,1,22810(G)(1),PC,ILUSE TEARGAS/TEARGAS WPN,*,F,,,64520,20120101,,*
1,52618,1,22810(G)(1),PC,ILUSE TEARGAS/TEARGAS WPN,,M,,,100600,20120101,,*
1,52615,1,22810(G)(2),PC,ILUSE TEARGAS/TG WPN:PO,,F,,,64520,20120101,,*
1,52616,1,22815(A),PC,MNR:TEARGAS/TG WPN:NO OK,,M,,,101000,20120101,,*
1,26520,1,22852.5(B),VC,OBT VEH W/LEIN:FRAUD/ETC,,M,,,114400,19810101,,*
1,52501,1,22900,PC,SELL TEARGAS/TEARGAS WPN,,M,,,100900,20120101,,*
1,52646,1,22910(A),PC,ALTER SERIAL NBR:TEAR GAS,*,M,,,174400,20120101,,*
1,52656,1,22910(A),PC,ALTER SERIAL NBR:TEAR GAS,,F,,,65700,20120101,,*
1,52657,1,22910(B),PC,POSS ALT SER NBR:TEAR GAS,*,M,,,174400,20120101,,*
1,52658,1,22910(B),PC,POSS ALT SER NBR:TEAR GAS,,F,,,65700,20120101,,*
1,41068,1,22972,BP,FAIL DISPLAY REQ LICENSE,,M,,,160100,20040630,,*
1,31253,1,22974,BP,RET PURCHASE INVOICE VIOL,,M,,,99700,20040101,,*
1,31254,1,22974.3(A)(3),BP,SEIZD UNSTMPD CIGRETTS/20,,M,,,99700,20040101,,*
1,31255,1,22974.5,BP,FAIL TO DISPLAY LICENSE,,M,,,99700,20040101,,*
1,31256,1,22980.2(A),BP,SELL TOBACCO W/O LICENSE,,M,,,99700,20040101,,*
2,54005,1,23103,VC,RECKLESS DRIVING,,M,,,89250,19590918,,*
1,54086,1,23103(A),VC,RECKLESS DRIVING:HIGHWAY,,M,,,89250,19860101,,*
1,54087,1,23103(B),VC,RECKLESS DRIVING:PARK LOT,,M,,,89250,19911014,,*
4,54333,1,23103.5,VC,PLEA TO 23103 IN LIEU OF,,X,,,,19820218,,*
1,54079,1,23104(A),VC,RECKLESS DRIVING W/INJURY,,M,,,84100,19840101,,*
1,54065,1,23104(B),VC,RECK DRIV:GBI:SP/PR/CNVCT,,F,,,63400,19840101,,*
1,54564,1,23105(A),VC,RECKLESS DRIVING:SPEC INJ,,F,,,63400,20070101,,*
1,54565,1,23105(A),VC,RECKLESS DRIVING:SPEC INJ,*,M,,,84100,20070101,,*
4,54061,1,23109,VC,SPEED CONTEST/EXH/BLCK RD,,M,,,170000,19590918,,*
1,54007,1,23109(A),VC,ILLEGAL SPEED CONTEST,,M,,,170000,19590918,,*
1,54217,1,23109(B),VC,AIDE/ABET SPEED CONTEST,,M,ESC,,170000,19850101,,*
1,54218,1,23109(C),VC,AIDE/ABET SPEED EXHIBITN,,M,AID,,170000,19850101,,*
1,54219,1,23109(D),VC,BLOCK/ETC RD:SPEED CONTES,,M,,,170000,19850101,,*
1,54647,1,23109.1,VC,ILLEGAL SPEED CONTEST:INJ,*,M,,,84100,20111001,,*
1,54648,1,23109.1,VC,ILLEGAL SPEED CONTEST:INJ,,F,,,63400,20111001,,*
1,13055,1,23110(A),VC,THROW SUBSTANCE AT VEH,,M,,,132000,19590918,,*
1,13054,1,23110(B),VC,THROW SUB AT VEH:INT:GBI,,F,,,24910,19590918,,*
2,54170,1,23111,VC,THROW/ETC CIG/ETC:HWY/ETC,N,I,,,173300,19701123,,*
2,54163,1,23112,VC,TOSS/ETC MATTER:HWY/ETC,N,I,,,174900,19590918,,*
1,54589,1,23112.5(A),VC,HAZ MAT SPILL:NOTIFIY CHP,,M,,,173300,19860101,,*
2,54602,1,23113(A),VC,FAIL REMOVE SPILLED MATRL,N,I,,,173300,20000101,,*
1,55206,1,23114(A),VC,IMPROP VEH:SPILL/ETC:HWY,,M,,,173300,19890712,,*
1,55160,1,23114(B),VC,ILL TRANSP AGGREGATE:HWY,,M,,,173300,19890101,,*
2,54507,1,23114(B)(1),VC,TRNSP AGGREGTE:CARGO VIOL,,M,,,162050,19900101,,*
2,54509,1,23114(E),VC,AGGREGATE:FAL COVER LOAD,,M,,,162050,19890101,,*
1,54508,1,23114(E)(1),VC,TRNSP AGGREGTE UNCVRD:HWY,,M,,,162050,19900901,,*
2,54498,1,23115(A),VC,FAIL COVER RUBBISH VEH LD,N,I,,,173300,19900901,,*
2,54188,1,23116(A),VC,CARRY PERSON:BACK:TRUCK,N,I,,,173300,19940101,,*
2,54368,1,23116(B),VC,RIDE BACK MOTORTRUCK VIOL,N,I,,,173300,19960101,,*
2,54671,1,23117,VC,TRNSPRT OF ANM W/O RSTRNT,,I,,,173300,20190101,,*
2,54566,1,23123(A),VC,USE CELLPH W/DRIV W/O HFD,N,I,,,173300,20080101,,*
2,54568,1,23123.5(A),VC,NO TEXT-BASED COMM W/DRIV,N,I,,,173300,20090101,20161231,*
2,54655,1,23123.5(A),VC,NO HND HLD DEVICE W/DRIVE,N,I,,,173300,20170101,,*
2,54567,1,23124(B),VC,USE CELL PH W/DRIV:UND 18,N,I,,,173300,20080101,,*
1,54123,1,23127,VC,OPR MOTOR VEH:TRAILS/PATH,,M,,,173300,19650917,,*
2,42095,1,23136(A),VC,DUI:UNDR 21YR W/BA.01,N,I,,,173300,19940101,,*
4,54158,1,23140,VC,DUI:-21,N,I,,,175500,19870101,,*
2,54139,1,23140(A),VC,MINOR DRIVE W/BAC 0.05,N,I,,,175500,19870101,,*
2,42073,1,23152(A),VC,DUI ALCOHOL/DRUGS,*,M,,,101400,19820101,20131231,*
4,42085,1,23152(A),VC,DUI ALCOHOL/DRUG W/PRIORS,,F,DUIP,,63100,19910101,20131231,*
2,42100,1,23152(A),VC,DUI W/PRIORS:PER 23550 VC,,F,DUIF,,63100,19920101,,*
1,42104,1,23152(A),VC,DUI ALCOHOL,*,M,,,101400,20140101,,*
4,54156,1,23152(A)/23152(B),VC,DUI:ALCOHOL/DRUGS,,M,,,101400,19900101,20131231,*
1,42088,1,23152(B),VC,DUI ALCOHOL/0.08 PERCENT,*,M,,,101400,19900101,,*
2,42099,1,23152(B),VC,DUI 0.08 W/PR:PER 23550VC,,F,FDUI,,63100,19910101,,*
1,42079,1,23152(C),VC,ADDICT DRIVE VEHICLE,*,M,,,101400,19820101,,*
1,42090,1,23152(D),VC,DUI:ALC/.04 COMERCIAL VEH,,M,,,101400,19920101,,*
2,42105,1,23152(E),VC,DUI DRUG,,M,,,101400,20140101,20161231,*
1,42126,1,23152(E),VC,DUI:ALC/.04 PASS FOR HIRE,,M,,,101400,20180701,,*
2,42106,1,23152(F),VC,DUI ALCOHOL/DRUG,,M,,,101400,20140101,20161231,*
1,42116,1,23152(F),VC,DUI ANY DRUG,,M,,,101400,20170101,,*
1,42117,1,23152(G),VC,DUI ALCOHOL AND DRUG,,M,,,101400,20170101,,*
2,42069,1,23153(A),VC,DUI:ALC/DRUG:RSLT:BOD INJ,,F,,,37600,19840101,20131231,*
2,42092,1,23153(A),VC,DUI ALC/DRUGS:BODILY INJ,*,M,,,101400,19920101,20131231,*
1,42107,1,23153(A),VC,DUI ALCOHOL:CAUSE BOD INJ,,F,,,37600,20140101,,*
1,42112,1,23153(A),VC,DUI ALCOHOL:CAUSE BOD INJ,,M,DBI,,81900,20140101,,*
1,42074,1,23153(B),VC,DUI .08 ALCOHOL:BODLY INJ,,F,ALC,,37600,19900101,,*
1,42113,1,23153(B),VC,DUI .08 ALCOHOL:BODLY INJ,*,M,,,81900,20140101,,*
1,42076,1,23153(D),VC,DUI:ALC .04:CMRCL VEH:INJ,,F,,,37600,19920101,,*
2,42108,1,23153(E),VC,DUI DRUG:CAUSE BODILY INJ,,F,,,37600,20140101,20161231,*
2,42111,1,23153(E),VC,DUI DRUG:CAUSE BODILY INJ,*,M,,,81900,20140101,20161231,*
2,42109,1,23153(F),VC,DUI ALC/DRUG:CAUS BOD INJ,,F,,,37600,20140101,20161231,*
2,42110,1,23153(F),VC,DUI ALC/DRUG:CAUS BOD INJ,*,M,,,81900,20140101,20161231,*
1,42118,1,23153(F),VC,DUI DRUG:CAUSE BODILY INJ,*,M,,,81900,20170101,,*
1,42119,1,23153(F),VC,DUI DRUG:CAUSE BODILY INJ,,F,,,37600,20170101,,*
1,42120,1,23153(G),VC,DUI ALC/DRUG:CAUS BOD INJ,*,M,,,81900,20170101,,*
1,42121,1,23153(G),VC,DUI ALC/DRUG:CAUS BOD INJ,,F,,,37600,20170101,,*
2,42101,1,23154(A),VC,DUI W/PROB:23152/23153,N,I,,,175400,20090101,,*
2,42091,1,23220,VC,DRINK WHILE DRIVING,N,I,,,175400,19820101,20171231,*
2,42122,1,23220(A),VC,DRNK ALC/MARIJ WHLE DRVNG,N,I,,,175400,20180101,,*
2,42123,1,23220(B),VC,DRNK ALC/MARIJ AS PASSNGR,N,I,,,177000,20180101,,*
2,54361,1,23221,VC,DRINK ALC IN VEH ON HWY,N,I,,,175300,19820101,20171231,*
2,42124,1,23221(A),VC,ALC/MARIJ IN VEH ON HWY,N,I,,,175400,20180101,,*
2,42125,1,23221(B),VC,ALC/MARIJ AS PASSENGR HWY,N,I,,,177000,20180101,,*
2,54090,1,23222(A),VC,POSS OPEN CONTAINER:DRIVE,N,I,,,175600,19840101,,*
2,42080,1,23222(B),VC,POSS MARIJUANA W/DRIVING,,M,,,174200,19840101,20101231,*
2,42103,1,23222(B),VC,POSS MARIJUANA WHILE DRIV,N,I,,,174200,20110101,,*
2,54581,1,23223(A),VC,DRIVER POSS OPEN ALC CONT,N,I,,,175610,20000101,,*
2,54582,1,23223(B),VC,PASSENGER:W/OPEN ALC CONT,N,I,,,175610,20000101,,*
4,54155,1,23224,VC,ALCOHOL IN VEHICLE:-21,,M,,,138410,19730307,,*
1,54097,1,23224(A),VC,MNR OPR VEH:CARRY ALC,,M,,,138410,19730307,,*
1,54091,1,23224(B),VC,RIDER:MNR:POS/ETC ALC:VEH,,M,,,138410,19730307,,*
2,54487,1,23225(A)(1),VC,OWNER/DRIVER:OPEN ALC:VEH,N,I,,,173300,19820101,,*
2,54190,1,23226,VC,STORE OPEN/ETC ALC IN VEH,N,I,,,173300,19820101,,*
1,31193,1,23247(A),VC,RENT/ETC VEH:INTRLOC PRSN,,M,,,122330,19730101,,*
1,26521,1,23247(B),VC,ASK PRSN USE INTERLOC DEV,,M,,,122300,19930101,,*
1,26522,1,23247(C),VC,START VEH W/INTERLOCK DEV,,M,,,122330,19930101,,*
1,26523,1,23247(D),VC,TAMPR/ETC W/INTERLOCK DEV,,M,,,122330,19930101,,*
1,54312,1,23247(E),VC,DRIVE W/O INTERLOCK DEV,,M,,,122330,19940930,,*
1,48114,1,23253,VC,DISOBEY PO:VEH CROSS/TOLL,,M,,,162000,19930101,,*
1,41030,1,23300,BP,SELL LIQUOR W/O LICENSE,,M,,,139900,19530909,,*
1,41031,1,23301,BP,SELL LIQUOR W/O LICENSE,,M,,,140000,19530909,,*
2,54450,1,23302(A),VC,REFUSAL TO PAY TOLLS/ETC,N,I,REF,,173300,19590918,,*
2,54584,1,23302(A),VC,PERSON FAIL TO PAY TOLL,N,I,PER,,173300,20100101,,*
1,54124,1,23332,VC,TRESPAS NON-PUB VEH CROSS,,M,,,173300,19590918,,*
2,54342,1,23336,VC,VEH XING/ETC:SIGN/REG VIO,N,I,,,173300,19590918,,*
1,54585,1,23546(A),VC,3RD DUI CONV WITHIN 10YRS,,M,,,81750,19990101,,*
1,54461,1,23550(A),VC,DUI W/PR SPEC CONVICTIONS,*,M,,,81600,19990101,,*
1,54462,1,23550(A),VC,DUI W/PR SPEC CONVICTIONS,,F,,,63100,19990101,,*
1,42096,1,23550.5(A),VC,DUI W/IN 10YRS:PR FEL DUI,*,M,,,96050,19990101,,*
1,42097,1,23550.5(A),VC,DUI W/IN 10YRS:PR FEL DUI,,F,,,63100,19990101,,*
1,54595,1,23573(I),VC,FAIL INSTAL INTRLCK DEVCE,,M,,,122330,20090701,,*
1,52448,1,23900,PC,ALTER/ETC F/ARM ID MARK,,F,,,32000,20120101,,*
1,52449,1,23920,PC,POSS/ETC F/ARM W/O ID MRK,,M,,,121300,20120101,,*
2,54013,1,24002,VC,UNLAWFUL OPERATION OF VEH,N,I,,,173300,19920915,,*
2,54376,1,24003,VC,VEH WITH UNLAWFUL LAMPS,N,I,,,173300,19800101,,*
2,54693,1,24004,VC,OPERATE AFTER NTC BY OFCR,,I,,,173300,20190101,,*
2,54321,1,24005,VC,SELL/ETC UNLAWF EQUIPMENT,N,I,,,173300,19590918,,*
2,54530,1,24007(B)(1),VC,SELL VEH W/OUT SMOG REQ,N,I,,,173300,19940101,,*
2,54331,1,24008,VC,MODIFIED VEH RIM HGT VIOL,N,I,,,173300,19910101,,*
2,54135,1,24008.5,VC,VEH EXCEED FRAME HEIGHTS,,M,,,173300,19860101,,*
2,54543,1,24012,VC,FAIL COMPLY:MOUNTING REQ,N,I,,,173300,19800101,,*
2,31223,1,24046,BP,FAIL POST LIC CONSP PLACE,,M,,,175890,19530101,,*
2,54191,1,24250,VC,DRIVE WITHOUT LIGHTS:DARK,N,I,,,173300,19810918,,*
2,54109,1,24252(A),VC,FAIL MAINT VEH LITE EQUIP,N,I,,,173300,19681113,,*
2,54515,1,24252(B),VC,LAMP VOLT:85 PER REQ VOLT,N,I,,,173300,19681113,,*
1,52528,1,24310,PC,MFG/ETC CAMO F/A CONTAINR,*,F,,,62200,20120101,,*
1,52529,1,24310,PC,MFG/ETC CAMO F/A CONTAINR,,M,,,92500,20120101,,*
2,54014,1,24400,VC,HEADLAMP:OPR/AMT/SIZE:VIO,N,I,,,173300,19590918,,*
2,54222,1,24402(A),VC,AUXILIARY DRIVE LAMP VIOL,N,I,,,173300,19691110,,*
2,54436,1,24403,VC,FOG LAMPS VIOL,N,I,,,173300,19691110,,*
2,54399,1,24406,VC,LIGHT DIMMER SWITCH VIOL,N,I,,,173300,19600101,,*
2,54544,1,24407(A),VC,HIGHBEAM PROJECT 350 FEET,N,I,,,173300,19630920,,*
2,54407,1,24407(B),VC,LOWBEAM GLARE VIOLATION,N,I,,,173300,19630920,,*
2,54435,1,24408,VC,BEAM INDICATOR VIOL:VEH,N,I,,,173300,19590918,,*
2,54192,1,24409(A),VC,FAIL DIM BEAMS:ONCOMING,N,I,,,173300,19650917,,*
2,54154,1,24409(B),VC,FAIL DIM BEAMS:FOLLOW VEH,N,I,,,173300,19650917,,*
1,52526,1,24410,PC,MFG/SALE/ETC CANE GUN,*,F,,,62200,20120101,,*
1,52527,1,24410,PC,MFG/SALE/ETC CANE GUN,,M,,,92500,20120101,,*
2,54533,1,24410(A),VC,SINGLE BEAM:PROPER ADJUST,N,I,,,173300,19650917,,*
2,54672,1,24411,VC,AUX LMPS NOT COVERD W/DRV,,I,,,173300,20190101,,*
1,52532,1,24510,PC,MFG/ETC F/ARM UNRECOGNIZD,*,F,,,62200,20120101,,*
1,52533,1,24510,PC,MFG/ETC F/ARM UNRECOGNIZD,,M,,,92500,20120101,,*
2,43047,1,24600,HS,SELL VAPING DEVICE -18 YR,,I,,,177000,20160101,,*
2,54193,1,24600,VC,TAILLAMP VIOLATIONS,N,I,,,173300,19890101,,*
